Path,Label,LabelInd
TennisSwing/v_TennisSwing_g15_c01.avi,TennisSwing,21
RopeClimbing/v_RopeClimbing_g17_c02.avi,RopeClimbing,14
Diving/v_Diving_g13_c03.avi,Diving,6
Fencing/v_Fencing_g18_c01.avi,Fencing,7
TennisSwing/v_TennisSwing_g18_c01.avi,TennisSwing,21
CliffDiving/v_CliffDiving_g14_c03.avi,CliffDiving,4
FloorGymnastics/v_FloorGymnastics_g15_c01.avi,FloorGymnastics,8
LongJump/v_LongJump_g09_c01.avi,LongJump,12
TrampolineJumping/v_TrampolineJumping_g25_c02.avi,TrampolineJumping,22
CricketBowling/v_CricketBowling_g12_c03.avi,CricketBowling,5
GolfSwing/v_GolfSwing_g08_c04.avi,GolfSwing,9
BasketballDunk/v_BasketballDunk_g10_c05.avi,BasketballDunk,2
TennisSwing/v_TennisSwing_g11_c03.avi,TennisSwing,21
IceDancing/v_IceDancing_g23_c01.avi,IceDancing,11
CricketBowling/v_CricketBowling_g23_c03.avi,CricketBowling,5
SalsaSpin/v_SalsaSpin_g13_c01.avi,SalsaSpin,15
CricketBowling/v_CricketBowling_g17_c05.avi,CricketBowling,5
TrampolineJumping/v_TrampolineJumping_g14_c03.avi,TrampolineJumping,22
Diving/v_Diving_g21_c05.avi,Diving,6
IceDancing/v_IceDancing_g14_c02.avi,IceDancing,11
SkateBoarding/v_SkateBoarding_g18_c01.avi,SkateBoarding,16
GolfSwing/v_GolfSwing_g21_c02.avi,GolfSwing,9
WalkingWithDog/v_WalkingWithDog_g17_c05.avi,WalkingWithDog,24
CliffDiving/v_CliffDiving_g25_c02.avi,CliffDiving,4
CliffDiving/v_CliffDiving_g21_c03.avi,CliffDiving,4
WalkingWithDog/v_WalkingWithDog_g20_c07.avi,WalkingWithDog,24
TennisSwing/v_TennisSwing_g19_c05.avi,TennisSwing,21
SalsaSpin/v_SalsaSpin_g19_c02.avi,SalsaSpin,15
VolleyballSpiking/v_VolleyballSpiking_g22_c02.avi,VolleyballSpiking,23
WalkingWithDog/v_WalkingWithDog_g14_c03.avi,WalkingWithDog,24
CricketBowling/v_CricketBowling_g13_c05.avi,CricketBowling,5
IceDancing/v_IceDancing_g10_c04.avi,IceDancing,11
Diving/v_Diving_g20_c07.avi,Diving,6
FloorGymnastics/v_FloorGymnastics_g22_c03.avi,FloorGymnastics,8
RopeClimbing/v_RopeClimbing_g11_c02.avi,RopeClimbing,14
WalkingWithDog/v_WalkingWithDog_g25_c02.avi,WalkingWithDog,24
SkateBoarding/v_SkateBoarding_g12_c02.avi,SkateBoarding,16
GolfSwing/v_GolfSwing_g20_c02.avi,GolfSwing,9
WalkingWithDog/v_WalkingWithDog_g09_c02.avi,WalkingWithDog,24
SkateBoarding/v_SkateBoarding_g15_c03.avi,SkateBoarding,16
Basketball/v_Basketball_g20_c05.avi,Basketball,1
Skijet/v_Skijet_g12_c02.avi,Skijet,18
CliffDiving/v_CliffDiving_g10_c02.avi,CliffDiving,4
Surfing/v_Surfing_g21_c01.avi,Surfing,20
PoleVault/v_PoleVault_g16_c07.avi,PoleVault,13
LongJump/v_LongJump_g10_c01.avi,LongJump,12
IceDancing/v_IceDancing_g14_c06.avi,IceDancing,11
Skiing/v_Skiing_g22_c01.avi,Skiing,17
BasketballDunk/v_BasketballDunk_g19_c01.avi,BasketballDunk,2
Surfing/v_Surfing_g08_c03.avi,Surfing,20
WalkingWithDog/v_WalkingWithDog_g13_c04.avi,WalkingWithDog,24
RopeClimbing/v_RopeClimbing_g19_c06.avi,RopeClimbing,14
Skijet/v_Skijet_g21_c01.avi,Skijet,18
Skijet/v_Skijet_g18_c02.avi,Skijet,18
Diving/v_Diving_g11_c06.avi,Diving,6
CliffDiving/v_CliffDiving_g21_c01.avi,CliffDiving,4
GolfSwing/v_GolfSwing_g09_c03.avi,GolfSwing,9
IceDancing/v_IceDancing_g14_c05.avi,IceDancing,11
SoccerJuggling/v_SoccerJuggling_g24_c06.avi,SoccerJuggling,19
Fencing/v_Fencing_g09_c01.avi,Fencing,7
Skijet/v_Skijet_g24_c02.avi,Skijet,18
WalkingWithDog/v_WalkingWithDog_g23_c02.avi,WalkingWithDog,24
Basketball/v_Basketball_g11_c01.avi,Basketball,1
SoccerJuggling/v_SoccerJuggling_g22_c07.avi,SoccerJuggling,19
SoccerJuggling/v_SoccerJuggling_g16_c01.avi,SoccerJuggling,19
Biking/v_Biking_g18_c04.avi,Biking,3
WalkingWithDog/v_WalkingWithDog_g16_c02.avi,WalkingWithDog,24
SoccerJuggling/v_SoccerJuggling_g16_c02.avi,SoccerJuggling,19
FloorGymnastics/v_FloorGymnastics_g18_c05.avi,FloorGymnastics,8
PoleVault/v_PoleVault_g23_c03.avi,PoleVault,13
HorseRiding/v_HorseRiding_g18_c05.avi,HorseRiding,10
Biking/v_Biking_g20_c02.avi,Biking,3
VolleyballSpiking/v_VolleyballSpiking_g25_c01.avi,VolleyballSpiking,23
Skijet/v_Skijet_g25_c03.avi,Skijet,18
SoccerJuggling/v_SoccerJuggling_g20_c05.avi,SoccerJuggling,19
FloorGymnastics/v_FloorGymnastics_g09_c06.avi,FloorGymnastics,8
Skiing/v_Skiing_g24_c02.avi,Skiing,17
Fencing/v_Fencing_g18_c02.avi,Fencing,7
FloorGymnastics/v_FloorGymnastics_g18_c07.avi,FloorGymnastics,8
Skiing/v_Skiing_g19_c05.avi,Skiing,17
Biking/v_Biking_g10_c02.avi,Biking,3
PoleVault/v_PoleVault_g11_c03.avi,PoleVault,13
FloorGymnastics/v_FloorGymnastics_g25_c04.avi,FloorGymnastics,8
CricketBowling/v_CricketBowling_g11_c07.avi,CricketBowling,5
Skiing/v_Skiing_g19_c02.avi,Skiing,17
BasketballDunk/v_BasketballDunk_g09_c02.avi,BasketballDunk,2
LongJump/v_LongJump_g09_c04.avi,LongJump,12
Skijet/v_Skijet_g10_c02.avi,Skijet,18
PoleVault/v_PoleVault_g25_c06.avi,PoleVault,13
IceDancing/v_IceDancing_g25_c07.avi,IceDancing,11
SoccerJuggling/v_SoccerJuggling_g12_c02.avi,SoccerJuggling,19
PoleVault/v_PoleVault_g20_c03.avi,PoleVault,13
Fencing/v_Fencing_g18_c04.avi,Fencing,7
SalsaSpin/v_SalsaSpin_g10_c06.avi,SalsaSpin,15
GolfSwing/v_GolfSwing_g24_c01.avi,GolfSwing,9
FloorGymnastics/v_FloorGymnastics_g18_c02.avi,FloorGymnastics,8
Biking/v_Biking_g25_c04.avi,Biking,3
WalkingWithDog/v_WalkingWithDog_g09_c04.avi,WalkingWithDog,24
Surfing/v_Surfing_g17_c05.avi,Surfing,20
PoleVault/v_PoleVault_g24_c03.avi,PoleVault,13
VolleyballSpiking/v_VolleyballSpiking_g16_c04.avi,VolleyballSpiking,23
Diving/v_Diving_g14_c04.avi,Diving,6
Biking/v_Biking_g24_c06.avi,Biking,3
TennisSwing/v_TennisSwing_g23_c03.avi,TennisSwing,21
SoccerJuggling/v_SoccerJuggling_g17_c06.avi,SoccerJuggling,19
SoccerJuggling/v_SoccerJuggling_g25_c03.avi,SoccerJuggling,19
SkateBoarding/v_SkateBoarding_g15_c05.avi,SkateBoarding,16
TrampolineJumping/v_TrampolineJumping_g18_c02.avi,TrampolineJumping,22
HorseRiding/v_HorseRiding_g24_c06.avi,HorseRiding,10
Diving/v_Diving_g24_c06.avi,Diving,6
Skijet/v_Skijet_g14_c03.avi,Skijet,18
VolleyballSpiking/v_VolleyballSpiking_g20_c04.avi,VolleyballSpiking,23
WalkingWithDog/v_WalkingWithDog_g11_c03.avi,WalkingWithDog,24
Skiing/v_Skiing_g09_c05.avi,Skiing,17
PoleVault/v_PoleVault_g23_c01.avi,PoleVault,13
SalsaSpin/v_SalsaSpin_g10_c05.avi,SalsaSpin,15
Biking/v_Biking_g15_c02.avi,Biking,3
Biking/v_Biking_g12_c04.avi,Biking,3
FloorGymnastics/v_FloorGymnastics_g18_c04.avi,FloorGymnastics,8
SalsaSpin/v_SalsaSpin_g11_c04.avi,SalsaSpin,15
HorseRiding/v_HorseRiding_g23_c04.avi,HorseRiding,10
TrampolineJumping/v_TrampolineJumping_g19_c03.avi,TrampolineJumping,22
CricketBowling/v_CricketBowling_g15_c06.avi,CricketBowling,5
RopeClimbing/v_RopeClimbing_g18_c02.avi,RopeClimbing,14
Basketball/v_Basketball_g14_c01.avi,Basketball,1
Basketball/v_Basketball_g20_c02.avi,Basketball,1
BasketballDunk/v_BasketballDunk_g11_c03.avi,BasketballDunk,2
FloorGymnastics/v_FloorGymnastics_g24_c04.avi,FloorGymnastics,8
Fencing/v_Fencing_g24_c04.avi,Fencing,7
Skijet/v_Skijet_g23_c01.avi,Skijet,18
BasketballDunk/v_BasketballDunk_g16_c04.avi,BasketballDunk,2
Diving/v_Diving_g22_c06.avi,Diving,6
Skiing/v_Skiing_g13_c02.avi,Skiing,17
FloorGymnastics/v_FloorGymnastics_g12_c03.avi,FloorGymnastics,8
Biking/v_Biking_g25_c02.avi,Biking,3
VolleyballSpiking/v_VolleyballSpiking_g13_c01.avi,VolleyballSpiking,23
GolfSwing/v_GolfSwing_g19_c02.avi,GolfSwing,9
GolfSwing/v_GolfSwing_g12_c04.avi,GolfSwing,9
IceDancing/v_IceDancing_g10_c07.avi,IceDancing,11
BasketballDunk/v_BasketballDunk_g14_c02.avi,BasketballDunk,2
Fencing/v_Fencing_g19_c04.avi,Fencing,7
SkateBoarding/v_SkateBoarding_g22_c04.avi,SkateBoarding,16
TennisSwing/v_TennisSwing_g24_c03.avi,TennisSwing,21
Basketball/v_Basketball_g10_c01.avi,Basketball,1
BasketballDunk/v_BasketballDunk_g10_c03.avi,BasketballDunk,2
VolleyballSpiking/v_VolleyballSpiking_g08_c02.avi,VolleyballSpiking,23
Surfing/v_Surfing_g12_c05.avi,Surfing,20
Surfing/v_Surfing_g18_c04.avi,Surfing,20
Skiing/v_Skiing_g23_c04.avi,Skiing,17
CricketBowling/v_CricketBowling_g15_c01.avi,CricketBowling,5
CricketBowling/v_CricketBowling_g25_c06.avi,CricketBowling,5
LongJump/v_LongJump_g18_c05.avi,LongJump,12
RopeClimbing/v_RopeClimbing_g15_c02.avi,RopeClimbing,14
FloorGymnastics/v_FloorGymnastics_g10_c04.avi,FloorGymnastics,8
PoleVault/v_PoleVault_g11_c02.avi,PoleVault,13
Fencing/v_Fencing_g24_c01.avi,Fencing,7
Skiing/v_Skiing_g22_c04.avi,Skiing,17
SalsaSpin/v_SalsaSpin_g18_c04.avi,SalsaSpin,15
CliffDiving/v_CliffDiving_g17_c02.avi,CliffDiving,4
SoccerJuggling/v_SoccerJuggling_g22_c03.avi,SoccerJuggling,19
WalkingWithDog/v_WalkingWithDog_g15_c02.avi,WalkingWithDog,24
RopeClimbing/v_RopeClimbing_g22_c03.avi,RopeClimbing,14
CricketBowling/v_CricketBowling_g12_c02.avi,CricketBowling,5
Skijet/v_Skijet_g22_c04.avi,Skijet,18
SoccerJuggling/v_SoccerJuggling_g22_c06.avi,SoccerJuggling,19
WalkingWithDog/v_WalkingWithDog_g16_c04.avi,WalkingWithDog,24
Surfing/v_Surfing_g10_c03.avi,Surfing,20
Diving/v_Diving_g19_c01.avi,Diving,6
Fencing/v_Fencing_g25_c03.avi,Fencing,7
TennisSwing/v_TennisSwing_g13_c04.avi,TennisSwing,21
Diving/v_Diving_g19_c03.avi,Diving,6
RopeClimbing/v_RopeClimbing_g21_c01.avi,RopeClimbing,14
Basketball/v_Basketball_g22_c07.avi,Basketball,1
CliffDiving/v_CliffDiving_g18_c03.avi,CliffDiving,4
TennisSwing/v_TennisSwing_g18_c04.avi,TennisSwing,21
TrampolineJumping/v_TrampolineJumping_g14_c01.avi,TrampolineJumping,22
SoccerJuggling/v_SoccerJuggling_g13_c01.avi,SoccerJuggling,19
Surfing/v_Surfing_g11_c04.avi,Surfing,20
CricketBowling/v_CricketBowling_g10_c01.avi,CricketBowling,5
IceDancing/v_IceDancing_g24_c03.avi,IceDancing,11
SkateBoarding/v_SkateBoarding_g19_c02.avi,SkateBoarding,16
HorseRiding/v_HorseRiding_g17_c03.avi,HorseRiding,10
IceDancing/v_IceDancing_g12_c03.avi,IceDancing,11
HorseRiding/v_HorseRiding_g22_c01.avi,HorseRiding,10
FloorGymnastics/v_FloorGymnastics_g13_c01.avi,FloorGymnastics,8
Skijet/v_Skijet_g19_c03.avi,Skijet,18
SkateBoarding/v_SkateBoarding_g15_c04.avi,SkateBoarding,16
IceDancing/v_IceDancing_g15_c01.avi,IceDancing,11
SalsaSpin/v_SalsaSpin_g20_c05.avi,SalsaSpin,15
SkateBoarding/v_SkateBoarding_g23_c04.avi,SkateBoarding,16
VolleyballSpiking/v_VolleyballSpiking_g15_c03.avi,VolleyballSpiking,23
SkateBoarding/v_SkateBoarding_g08_c02.avi,SkateBoarding,16
SkateBoarding/v_SkateBoarding_g16_c01.avi,SkateBoarding,16
Skiing/v_Skiing_g08_c02.avi,Skiing,17
TennisSwing/v_TennisSwing_g10_c07.avi,TennisSwing,21
Skiing/v_Skiing_g25_c04.avi,Skiing,17
CliffDiving/v_CliffDiving_g18_c06.avi,CliffDiving,4
SalsaSpin/v_SalsaSpin_g13_c04.avi,SalsaSpin,15
PoleVault/v_PoleVault_g23_c06.avi,PoleVault,13
WalkingWithDog/v_WalkingWithDog_g12_c05.avi,WalkingWithDog,24
Basketball/v_Basketball_g13_c04.avi,Basketball,1
VolleyballSpiking/v_VolleyballSpiking_g11_c05.avi,VolleyballSpiking,23
PoleVault/v_PoleVault_g17_c04.avi,PoleVault,13
PoleVault/v_PoleVault_g11_c04.avi,PoleVault,13
PoleVault/v_PoleVault_g19_c06.avi,PoleVault,13
TennisSwing/v_TennisSwing_g22_c06.avi,TennisSwing,21
Surfing/v_Surfing_g11_c01.avi,Surfing,20
LongJump/v_LongJump_g18_c01.avi,LongJump,12
RopeClimbing/v_RopeClimbing_g11_c04.avi,RopeClimbing,14
LongJump/v_LongJump_g21_c03.avi,LongJump,12
Diving/v_Diving_g08_c06.avi,Diving,6
Fencing/v_Fencing_g22_c04.avi,Fencing,7
VolleyballSpiking/v_VolleyballSpiking_g18_c01.avi,VolleyballSpiking,23
CricketBowling/v_CricketBowling_g17_c01.avi,CricketBowling,5
Basketball/v_Basketball_g16_c06.avi,Basketball,1
PoleVault/v_PoleVault_g24_c04.avi,PoleVault,13
CliffDiving/v_CliffDiving_g14_c04.avi,CliffDiving,4
Surfing/v_Surfing_g09_c04.avi,Surfing,20
Skiing/v_Skiing_g10_c05.avi,Skiing,17
TrampolineJumping/v_TrampolineJumping_g17_c03.avi,TrampolineJumping,22
HorseRiding/v_HorseRiding_g10_c05.avi,HorseRiding,10
LongJump/v_LongJump_g13_c05.avi,LongJump,12
RopeClimbing/v_RopeClimbing_g14_c01.avi,RopeClimbing,14
Biking/v_Biking_g16_c03.avi,Biking,3
SoccerJuggling/v_SoccerJuggling_g13_c02.avi,SoccerJuggling,19
SkateBoarding/v_SkateBoarding_g19_c03.avi,SkateBoarding,16
BasketballDunk/v_BasketballDunk_g14_c07.avi,BasketballDunk,2
LongJump/v_LongJump_g18_c04.avi,LongJump,12
TennisSwing/v_TennisSwing_g17_c05.avi,TennisSwing,21
HorseRiding/v_HorseRiding_g15_c01.avi,HorseRiding,10
Fencing/v_Fencing_g13_c04.avi,Fencing,7
Diving/v_Diving_g25_c03.avi,Diving,6
Skijet/v_Skijet_g25_c01.avi,Skijet,18
CliffDiving/v_CliffDiving_g17_c01.avi,CliffDiving,4
TennisSwing/v_TennisSwing_g08_c04.avi,TennisSwing,21
TennisSwing/v_TennisSwing_g11_c06.avi,TennisSwing,21
Skijet/v_Skijet_g22_c03.avi,Skijet,18
Diving/v_Diving_g18_c02.avi,Diving,6
TennisSwing/v_TennisSwing_g22_c03.avi,TennisSwing,21
Basketball/v_Basketball_g25_c01.avi,Basketball,1
CricketBowling/v_CricketBowling_g21_c06.avi,CricketBowling,5
LongJump/v_LongJump_g10_c03.avi,LongJump,12
Fencing/v_Fencing_g21_c01.avi,Fencing,7
HorseRiding/v_HorseRiding_g11_c05.avi,HorseRiding,10
PoleVault/v_PoleVault_g18_c06.avi,PoleVault,13
SalsaSpin/v_SalsaSpin_g08_c05.avi,SalsaSpin,15
SkateBoarding/v_SkateBoarding_g12_c01.avi,SkateBoarding,16
SkateBoarding/v_SkateBoarding_g11_c02.avi,SkateBoarding,16
VolleyballSpiking/v_VolleyballSpiking_g09_c02.avi,VolleyballSpiking,23
TennisSwing/v_TennisSwing_g18_c03.avi,TennisSwing,21
SoccerJuggling/v_SoccerJuggling_g23_c05.avi,SoccerJuggling,19
CricketBowling/v_CricketBowling_g08_c02.avi,CricketBowling,5
Biking/v_Biking_g14_c03.avi,Biking,3
BasketballDunk/v_BasketballDunk_g14_c06.avi,BasketballDunk,2
CricketBowling/v_CricketBowling_g21_c05.avi,CricketBowling,5
SkateBoarding/v_SkateBoarding_g11_c03.avi,SkateBoarding,16
BasketballDunk/v_BasketballDunk_g15_c06.avi,BasketballDunk,2
GolfSwing/v_GolfSwing_g17_c02.avi,GolfSwing,9
TennisSwing/v_TennisSwing_g23_c01.avi,TennisSwing,21
Diving/v_Diving_g22_c02.avi,Diving,6
IceDancing/v_IceDancing_g24_c05.avi,IceDancing,11
SalsaSpin/v_SalsaSpin_g22_c02.avi,SalsaSpin,15
VolleyballSpiking/v_VolleyballSpiking_g12_c04.avi,VolleyballSpiking,23
WalkingWithDog/v_WalkingWithDog_g24_c05.avi,WalkingWithDog,24
GolfSwing/v_GolfSwing_g18_c04.avi,GolfSwing,9
WalkingWithDog/v_WalkingWithDog_g16_c03.avi,WalkingWithDog,24
RopeClimbing/v_RopeClimbing_g11_c03.avi,RopeClimbing,14
IceDancing/v_IceDancing_g16_c06.avi,IceDancing,11
CliffDiving/v_CliffDiving_g23_c02.avi,CliffDiving,4
CliffDiving/v_CliffDiving_g09_c04.avi,CliffDiving,4
SkateBoarding/v_SkateBoarding_g12_c03.avi,SkateBoarding,16
IceDancing/v_IceDancing_g22_c02.avi,IceDancing,11
TennisSwing/v_TennisSwing_g17_c07.avi,TennisSwing,21
SoccerJuggling/v_SoccerJuggling_g21_c01.avi,SoccerJuggling,19
Diving/v_Diving_g10_c04.avi,Diving,6
RopeClimbing/v_RopeClimbing_g23_c04.avi,RopeClimbing,14
IceDancing/v_IceDancing_g19_c05.avi,IceDancing,11
WalkingWithDog/v_WalkingWithDog_g09_c06.avi,WalkingWithDog,24
Skijet/v_Skijet_g13_c04.avi,Skijet,18
SoccerJuggling/v_SoccerJuggling_g16_c04.avi,SoccerJuggling,19
IceDancing/v_IceDancing_g18_c06.avi,IceDancing,11
Diving/v_Diving_g17_c01.avi,Diving,6
Skiing/v_Skiing_g24_c05.avi,Skiing,17
FloorGymnastics/v_FloorGymnastics_g21_c03.avi,FloorGymnastics,8
GolfSwing/v_GolfSwing_g18_c06.avi,GolfSwing,9
Skijet/v_Skijet_g10_c04.avi,Skijet,18
SoccerJuggling/v_SoccerJuggling_g11_c02.avi,SoccerJuggling,19
BasketballDunk/v_BasketballDunk_g18_c05.avi,BasketballDunk,2
Skiing/v_Skiing_g14_c02.avi,Skiing,17
TennisSwing/v_TennisSwing_g12_c02.avi,TennisSwing,21
SoccerJuggling/v_SoccerJuggling_g22_c04.avi,SoccerJuggling,19
IceDancing/v_IceDancing_g25_c05.avi,IceDancing,11
IceDancing/v_IceDancing_g13_c04.avi,IceDancing,11
CricketBowling/v_CricketBowling_g22_c02.avi,CricketBowling,5
IceDancing/v_IceDancing_g11_c02.avi,IceDancing,11
HorseRiding/v_HorseRiding_g18_c06.avi,HorseRiding,10
HorseRiding/v_HorseRiding_g20_c05.avi,HorseRiding,10
CricketBowling/v_CricketBowling_g22_c05.avi,CricketBowling,5
CliffDiving/v_CliffDiving_g22_c01.avi,CliffDiving,4
VolleyballSpiking/v_VolleyballSpiking_g14_c03.avi,VolleyballSpiking,23
RopeClimbing/v_RopeClimbing_g24_c04.avi,RopeClimbing,14
SoccerJuggling/v_SoccerJuggling_g11_c06.avi,SoccerJuggling,19
Skijet/v_Skijet_g09_c03.avi,Skijet,18
VolleyballSpiking/v_VolleyballSpiking_g24_c03.avi,VolleyballSpiking,23
CliffDiving/v_CliffDiving_g17_c03.avi,CliffDiving,4
Skiing/v_Skiing_g08_c05.avi,Skiing,17
Diving/v_Diving_g24_c01.avi,Diving,6
GolfSwing/v_GolfSwing_g10_c01.avi,GolfSwing,9
Diving/v_Diving_g11_c04.avi,Diving,6
Skiing/v_Skiing_g22_c03.avi,Skiing,17
SalsaSpin/v_SalsaSpin_g12_c04.avi,SalsaSpin,15
CricketBowling/v_CricketBowling_g19_c01.avi,CricketBowling,5
PoleVault/v_PoleVault_g08_c03.avi,PoleVault,13
Surfing/v_Surfing_g18_c01.avi,Surfing,20
HorseRiding/v_HorseRiding_g24_c01.avi,HorseRiding,10
FloorGymnastics/v_FloorGymnastics_g17_c02.avi,FloorGymnastics,8
SkateBoarding/v_SkateBoarding_g08_c03.avi,SkateBoarding,16
SalsaSpin/v_SalsaSpin_g12_c05.avi,SalsaSpin,15
GolfSwing/v_GolfSwing_g21_c04.avi,GolfSwing,9
GolfSwing/v_GolfSwing_g11_c06.avi,GolfSwing,9
RopeClimbing/v_RopeClimbing_g25_c03.avi,RopeClimbing,14
WalkingWithDog/v_WalkingWithDog_g20_c06.avi,WalkingWithDog,24
SoccerJuggling/v_SoccerJuggling_g18_c01.avi,SoccerJuggling,19
Basketball/v_Basketball_g16_c05.avi,Basketball,1
Skiing/v_Skiing_g24_c06.avi,Skiing,17
Basketball/v_Basketball_g22_c03.avi,Basketball,1
BasketballDunk/v_BasketballDunk_g14_c04.avi,BasketballDunk,2
IceDancing/v_IceDancing_g12_c02.avi,IceDancing,11
Skijet/v_Skijet_g19_c04.avi,Skijet,18
PoleVault/v_PoleVault_g15_c04.avi,PoleVault,13
BasketballDunk/v_BasketballDunk_g16_c05.avi,BasketballDunk,2
Biking/v_Biking_g14_c04.avi,Biking,3
IceDancing/v_IceDancing_g24_c04.avi,IceDancing,11
Fencing/v_Fencing_g09_c06.avi,Fencing,7
Surfing/v_Surfing_g08_c01.avi,Surfing,20
Basketball/v_Basketball_g12_c04.avi,Basketball,1
VolleyballSpiking/v_VolleyballSpiking_g14_c04.avi,VolleyballSpiking,23
GolfSwing/v_GolfSwing_g14_c02.avi,GolfSwing,9
SoccerJuggling/v_SoccerJuggling_g15_c03.avi,SoccerJuggling,19
BasketballDunk/v_BasketballDunk_g09_c01.avi,BasketballDunk,2
TrampolineJumping/v_TrampolineJumping_g11_c01.avi,TrampolineJumping,22
PoleVault/v_PoleVault_g18_c05.avi,PoleVault,13
RopeClimbing/v_RopeClimbing_g13_c01.avi,RopeClimbing,14
IceDancing/v_IceDancing_g11_c04.avi,IceDancing,11
SoccerJuggling/v_SoccerJuggling_g18_c05.avi,SoccerJuggling,19
Biking/v_Biking_g16_c04.avi,Biking,3
VolleyballSpiking/v_VolleyballSpiking_g10_c01.avi,VolleyballSpiking,23
VolleyballSpiking/v_VolleyballSpiking_g13_c04.avi,VolleyballSpiking,23
Diving/v_Diving_g25_c02.avi,Diving,6
Biking/v_Biking_g23_c01.avi,Biking,3
SalsaSpin/v_SalsaSpin_g09_c05.avi,SalsaSpin,15
Basketball/v_Basketball_g18_c03.avi,Basketball,1
Diving/v_Diving_g16_c01.avi,Diving,6
SoccerJuggling/v_SoccerJuggling_g19_c06.avi,SoccerJuggling,19
SoccerJuggling/v_SoccerJuggling_g12_c03.avi,SoccerJuggling,19
Diving/v_Diving_g20_c06.avi,Diving,6
HorseRiding/v_HorseRiding_g09_c04.avi,HorseRiding,10
HorseRiding/v_HorseRiding_g24_c04.avi,HorseRiding,10
WalkingWithDog/v_WalkingWithDog_g19_c03.avi,WalkingWithDog,24
LongJump/v_LongJump_g24_c04.avi,LongJump,12
PoleVault/v_PoleVault_g14_c05.avi,PoleVault,13
HorseRiding/v_HorseRiding_g19_c07.avi,HorseRiding,10
FloorGymnastics/v_FloorGymnastics_g13_c03.avi,FloorGymnastics,8
Fencing/v_Fencing_g20_c03.avi,Fencing,7
WalkingWithDog/v_WalkingWithDog_g10_c05.avi,WalkingWithDog,24
GolfSwing/v_GolfSwing_g23_c06.avi,GolfSwing,9
Biking/v_Biking_g13_c04.avi,Biking,3
LongJump/v_LongJump_g13_c04.avi,LongJump,12
RopeClimbing/v_RopeClimbing_g09_c01.avi,RopeClimbing,14
RopeClimbing/v_RopeClimbing_g24_c02.avi,RopeClimbing,14
HorseRiding/v_HorseRiding_g11_c03.avi,HorseRiding,10
CricketBowling/v_CricketBowling_g08_c04.avi,CricketBowling,5
Basketball/v_Basketball_g10_c03.avi,Basketball,1
SkateBoarding/v_SkateBoarding_g24_c02.avi,SkateBoarding,16
SalsaSpin/v_SalsaSpin_g13_c03.avi,SalsaSpin,15
Basketball/v_Basketball_g20_c07.avi,Basketball,1
Skijet/v_Skijet_g17_c03.avi,Skijet,18
Skiing/v_Skiing_g11_c04.avi,Skiing,17
TrampolineJumping/v_TrampolineJumping_g14_c04.avi,TrampolineJumping,22
SalsaSpin/v_SalsaSpin_g17_c03.avi,SalsaSpin,15
PoleVault/v_PoleVault_g14_c01.avi,PoleVault,13
CliffDiving/v_CliffDiving_g22_c06.avi,CliffDiving,4
WalkingWithDog/v_WalkingWithDog_g25_c04.avi,WalkingWithDog,24
GolfSwing/v_GolfSwing_g22_c01.avi,GolfSwing,9
VolleyballSpiking/v_VolleyballSpiking_g22_c03.avi,VolleyballSpiking,23
SalsaSpin/v_SalsaSpin_g09_c03.avi,SalsaSpin,15
BasketballDunk/v_BasketballDunk_g18_c04.avi,BasketballDunk,2
SalsaSpin/v_SalsaSpin_g20_c04.avi,SalsaSpin,15
PoleVault/v_PoleVault_g08_c02.avi,PoleVault,13
TrampolineJumping/v_TrampolineJumping_g20_c05.avi,TrampolineJumping,22
SalsaSpin/v_SalsaSpin_g19_c03.avi,SalsaSpin,15
TrampolineJumping/v_TrampolineJumping_g11_c03.avi,TrampolineJumping,22
HorseRiding/v_HorseRiding_g10_c01.avi,HorseRiding,10
HorseRiding/v_HorseRiding_g12_c05.avi,HorseRiding,10
Biking/v_Biking_g11_c06.avi,Biking,3
Basketball/v_Basketball_g21_c06.avi,Basketball,1
PoleVault/v_PoleVault_g21_c03.avi,PoleVault,13
FloorGymnastics/v_FloorGymnastics_g14_c05.avi,FloorGymnastics,8
SoccerJuggling/v_SoccerJuggling_g19_c02.avi,SoccerJuggling,19
VolleyballSpiking/v_VolleyballSpiking_g17_c03.avi,VolleyballSpiking,23
GolfSwing/v_GolfSwing_g08_c05.avi,GolfSwing,9
SoccerJuggling/v_SoccerJuggling_g14_c03.avi,SoccerJuggling,19
Diving/v_Diving_g09_c03.avi,Diving,6
Basketball/v_Basketball_g17_c01.avi,Basketball,1
CliffDiving/v_CliffDiving_g24_c03.avi,CliffDiving,4
CliffDiving/v_CliffDiving_g10_c06.avi,CliffDiving,4
FloorGymnastics/v_FloorGymnastics_g13_c04.avi,FloorGymnastics,8
HorseRiding/v_HorseRiding_g23_c01.avi,HorseRiding,10
WalkingWithDog/v_WalkingWithDog_g10_c04.avi,WalkingWithDog,24
Skijet/v_Skijet_g11_c02.avi,Skijet,18
TennisSwing/v_TennisSwing_g21_c01.avi,TennisSwing,21
SalsaSpin/v_SalsaSpin_g23_c01.avi,SalsaSpin,15
HorseRiding/v_HorseRiding_g15_c06.avi,HorseRiding,10
LongJump/v_LongJump_g11_c02.avi,LongJump,12
Skiing/v_Skiing_g19_c01.avi,Skiing,17
Biking/v_Biking_g20_c04.avi,Biking,3
CliffDiving/v_CliffDiving_g12_c03.avi,CliffDiving,4
